source_url,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer ID,Location,Gender,Age Category,Main Category,Subcategory
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-06,Navy Suede Loafers,Men → Shoes,1,35.0,15.75,Credit Card,17712,Dublin,Female,55-64,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-07,Lyle & Scott Oxford Shirt,Men → Shirts,1,63.0,23.94,Credit Card,5373,Dublin,Male,18-24,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-07,Black Signature Point Court Shoes,Men → Shoes,1,44.0,19.8,Credit Card,8653,Roscommon,Female,55-64,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-07,Mid Blue Straight Fit Jeans,Men → Jeans,2,76.0,30.4,Debit Card,9084,Mayo,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-07,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,10409,Dublin,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-07,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,5,92.5,47.17,Credit Card,13716,Louth,Male,18-24,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-08,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,52.0,26.52,Credit Card,1231,Dublin,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-08,White Short Sleeve Oxford Shirt,Men → Shirts,1,53.0,20.14,Debit Card,18219,Dublin,Female,45-54,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-08,White Tie and Shirt Set,Men → Shirts,2,70.0,26.6,PayPal,14853,Dublin,Female,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-09,Light Blue Ditsy Slub Dress,Women → Dresses,1,22.5,11.25,Credit Card,3125,Clare,Female,25-34,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-09,Dark Blue Belted Jeans,Men → Jeans,1,29.0,11.6,Debit Card,6922,Cork,Male,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-09,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Credit Card,2887,Dublin,Male,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-09,Black Signature Point Court Shoes,Men → Shoes,1,44.0,19.8,Debit Card,6337,Dublin,Male,35-44,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-10,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,1,21.5,10.96,Credit Card,4791,Limerick,Male,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-10,Woodel Wall Mirror,Homeware → Design,1,66.0,26.4,Credit Card,16497,Leitrim,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,Navy Jersey Joggers,Men → Trousers,1,24.0,11.76,Voucher,1522,Dublin,Female,35-44,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,Black Skinny Zip Trousers,Men → Trousers,1,46.0,22.54,Debit Card,7831,Dublin,Male,25-34,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,White Tie and Shirt Set,Men → Shirts,3,94.5,29.4,Debit Card,6722,Cork,Male,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,Mid Blue Straight Fit Jeans,Men → Jeans,1,38.0,15.2,Debit Card,18428,Carlow,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,Double Wall Mug,Homeware → Design,1,12.5,5.0,Credit Card,14750,Wicklow,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-11,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,29.0,11.02,Debit Card,15881,Cork,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-12,Lyle & Scott Oxford Shirt,Men → Shirts,2,126.0,47.88,Debit Card,3962,Dublin,Male,18-24,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-12,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,35.0,17.85,Credit Card,19137,Cork,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-12,Floral Embroidered Kaftan,Children → Girls Wear,2,64.0,32.64,Credit Card,14553,Dublin,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-13,Lattice Runner,Homeware → Design,3,258.0,103.2,Credit Card,1969,Cork,Male,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-13,Black Skinny Zip Trousers,Men → Trousers,1,46.0,22.54,Debit Card,9241,Dublin,Female,55-64,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page02.html,2024-01-13,Metallic Cross Strap Block Heels,Men → Shoes,1,65.0,29.25,Voucher,13894,Cork,Male,25-34,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-13,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,48.0,19.2,PayPal,4156,Leitrim,Male,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-13,Double Wall Mug,Homeware → Design,1,11.25,3.75,Credit Card,11872,Clare,Male,45-54,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-13,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,29.0,11.02,Debit Card,6151,Dublin,Female,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-14,Foraker Canvas Coat,Women → Tops,1,41.4,23.0,Credit Card,6722,Cork,Male,35-44,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-14,Soft Velour Eyelet Lined Curtains,Homeware → Design,3,318.0,127.2,Credit Card,3809,Dublin,Female,55-64,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-16,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Debit Card,4791,Limerick,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-16,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,33.0,16.83,Debit Card,2322,Kerry,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-16,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Debit Card,8962,Kerry,,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-17,Black Signature Point Court Shoes,Women → Shoes,2,79.2,30.8,Debit Card,7375,Dublin,Female,18-24,Women,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-17,Navy Suede Loafers,Men → Shoes,1,35.0,15.75,Credit Card,5956,Meath,Male,25-34,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-17,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,33.0,16.83,Debit Card,3266,Dublin,Male,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-17,White Colour Block T-Shirt,Children → Boys Wear,2,45.0,22.95,CC,18056,,Female,18-24,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-18,Nude Peep Toe Cork Wedges,Women → Shoes,2,79.2,30.8,Debit Card,3934,Laois,Male,18-24,Women,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-18,Dark Blue Belted Jeans,Men → Jeans,1,29.0,11.6,Credit Card,4981,Dublin,Male,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-18,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Debit Card,12197,Offaly,,55-64,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Metallic Cross Strap Block Heels,Men → Shoes,1,65.0,29.25,Voucher,2887,Dublin,Male,35-44,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Light Grey Straight Fit Jeans,Men → Jeans,1,29.0,11.6,Debit Card,9950,Meath,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Credit Card,11572,Kilkenny,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Floral Embroidered Kaftan,Children → Girls Wear,2,64.0,32.64,Credit Card,6503,Westmeath,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Floral Embroidered Kaftan,Children → Girls Wear,1,32.0,16.32,Debit Card,13941,Limerick,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,1,26.1,8.12,Credit Card,17834,Kilkenny,Male,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Black Mary Jane Shoes,Men → Shoes,1,44.0,19.8,Debit Card,2656,Wicklow,Female,25-34,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,99.0,27.5,Credit Card,4344,Limerick,Male,35-44,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Gertrude Cardigan,Women → Tops,1,21.6,12.0,Debit Card,12541,Cork,Male,35-44,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-19,Black Skinny Zip Trousers,Men → Trousers,2,92.0,45.08,Credit Card,1312,Carlow,Male,25-34,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-20,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Credit Card,9950,Meath,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-20,Light Blue Ditsy Slub Dress,Women → Dresses,1,22.5,11.25,Credit Card,14803,,Female,35-44,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-20,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,17.5,8.93,Credit Card,7591,Limerick,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-20,Black Loose Fit Jeans with Stretch,Men → Jeans,1,26.1,8.7,Debit Card,17662,Dublin,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page03.html,2024-01-21,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,16.5,8.41,Debit Card,13059,Kerry,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-21,Black Single Cuff Shirt,Men → Shirts,3,126.0,47.88,Debit Card,1522,Dublin,Female,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Credit Card,4892,Meath,Male,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Lattice Runner,Homeware → Design,3,258.0,103.2,Credit Card,2194,Meath,Female,45-54,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,13066,Louth,Male,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,29.0,11.02,Debit Card,10675,Cavan,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Multi Llama Vests Three Pack,Children → Girls Wear,1,17.5,8.93,Credit Card,15034,Dublin,Female,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-22,Pink Cheque Shirt Dress,Children → Girls Wear,1,16.5,8.41,PayPal,11066,Mayo,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-23,Woodel Wall Mirror,Homeware → Design,1,66.0,26.4,Credit Card,3575,Donegal,Male,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-23,Mola Headlamp,Homeware → Design,1,43.0,17.2,Credit Card,2841,Dublin,Male,18-24,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-24,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,PayPal,5138,Dublin,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-24,Camp Stool,Homeware → Design,2,33.0,13.2,Credit Card,16850,Donegal,Male,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-24,Multi Floral Print Short Dress,Women → Dresses,-1,27.9,12.4,Credit Card,14131,Donegal,Female,18-24,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-24,Rose Print Prom Dress,Children → Girls Wear,2,74.0,37.74,Credit Card,11522,Dublin,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-24,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,35.0,17.85,Credit Card,1878,Meath,Male,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Black Skinny Zip Trousers,Men → Trousers,1,46.0,22.54,Debit Card,7453,Limerick,Female,18-24,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Credit Card,17906,Cork,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,White Colour Block T-Shirt,Children → Boys Wear,3,67.5,34.42,Debit Card,6069,Offaly,Female,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,64.5,32.9,PayPal,8962,Kerry,,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Dawson Trolley,Homeware → Design,1,57.0,22.8,Credit Card,2081,Kildare,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Credit Card,5365,Kerry,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Voucher,8756,Carlow,Male,,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-25,Dark Blue Belted Jeans,Men → Jeans,1,29.0,11.6,Credit Card,4259,Limerick,Female,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-26,Pink Linen Blend Parallel Trousers,Men → Trousers,2,70.0,34.3,Debit Card,7362,Cork,Female,45-54,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-26,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,1,18.5,9.44,Debit Card,5384,Kildare,Male,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-26,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,26.1,8.12,Credit Card,15287,Dublin,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-27,Lyle & Scott Oxford Shirt,Men → Shirts,1,63.0,23.94,Credit Card,5968,Cork,Male,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-27,Multi Llama Vests Three Pack,Children → Girls Wear,1,17.5,8.93,Debit Card,15700,,Male,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-27,Light Blue Ditsy Slub Dress,Women → Dresses,1,22.5,11.25,Credit Card,12541,Cork,Male,35-44,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-27,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,43.0,21.93,Debit Card,5384,Kildare,Male,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page04.html,2024-01-28,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,3,267.0,93.45,Credit Card,2731,Donegal,Female,25-34,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,43.0,21.93,CC,4306,Offaly,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Rose Print Prom Dress,Children → Girls Wear,2,74.0,37.74,Credit Card,1519,Dublin,Male,,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Grey Marl Panda Face Crew,Children → Boys Wear,1,11.5,5.87,Debit Card,18553,Meath,Male,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Navy Chino Trousers,Men → Trousers,3,108.0,52.92,Debit Card,15294,Dublin,Female,55-64,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Camp Stool,Homeware → Design,6,89.1,29.7,Credit Card,17722,Limerick,Female,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Debit Card,18069,Wicklow,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Lyle & Scott Oxford Shirt,Men → Shirts,1,63.0,23.94,Debit Card,6887,Dublin,Female,18-24,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Mid Blue Straight Fit Jeans,Men → Jeans,1,38.0,15.2,Credit Card,9072,Dublin,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q1-page05.html,2024-01-28,Lunar Cirque Blouse,Women → Tops,1,21.6,12.0,CC,12991,Carlow,Male,35-44,Women,Tops
